,GPS_Height,Vert_Prec,Horz_Prec,Northing,Easting,Point_ID,ORIG_FID, D0,D60,D120,D180,D240,D300,D360,D420,D480,D540,D600,D660,D720,D780,D840,D900,D960,D1020,D1080,D1140,D1200
363,2327.62,0.7,0.4,718440.47,460628.49,451,448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
364,2324.82,1.2,0.8,718443.86,460623.35,452,449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
365,2327.11,0.5,0.4,718440.88,460617.06,453,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
366,2325.92,0.6,0.5,718446.22,460607.66,454,451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
367,2330.38,0.5,0.4,718439.18,460609.88,455,452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
368,2331.26,0.8,0.5,718433.57,460614.68,456,453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
369,2330.32,0.7,0.5,718436.03,460624.03,457,454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
370,2333.07,0.6,0.4,718435.38,460634.25,458,455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
371,2328.15,0.5,0.4,718438.41,460640.73,459,456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
372,2329.49,0.6,0.4,718441.45,460647.09,460,457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
373,2327.89,0.6,0.4,718448.19,460650.69,461,458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
374,2326.76,0.6,0.4,718457.03,460654.9,463,460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
375,2325.22,0.7,0.5,718463.94,460661.05,464,461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
376,2324.71,0.6,0.4,718470.98,460663.38,465,462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
377,2322.19,0.6,0.4,718475.39,460669.47,466,463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
378,2321.55,0.6,0.4,718477.83,460675.39,467,464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
379,2320.06,0.5,0.3,718482.58,460682.72,468,465,0,0,0,0,0,0,0,1,4,4,4,5,5,5,5,5,5,5,5,5,5
380,2318.99,0.6,0.4,718487.04,460686.37,469,466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
381,2318.25,0.6,0.4,718491.45,460693.38,470,467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
382,2317.76,0.6,0.4,718492.88,460700.32,471,468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
383,2315.85,0.5,0.3,718494.36,460706.58,472,469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
384,2314.17,0.5,0.3,718494.96,460713.58,473,470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
385,2312.7,0.6,0.4,718496.16,460718.91,474,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3
386,2311.11,0.6,0.4,718500.28,460730.55,475,472,0,0,0,0,0,1,1,1,1,1,1,3,3,3,4,4,4,4,4,4,4
387,2311.19,0.6,0.4,718502.29,460724.41,476,473,0,0,0,0,0,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4
388,2310.6,0.4,0.3,718508.33,460718.66,478,475,0,1,2,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
389,2311.69,0.5,0.3,718509.07,460712.33,479,476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
390,2314.96,1.0,0.6,718506.21,460706.28,480,477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
391,2312.07,0.5,0.3,718502.08,460711.77,481,478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
392,2314.12,0.5,0.4,718502.07,460703.99,482,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
393,2312.86,0.7,0.5,718507.38,460696.89,484,481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,3
394,2311.1,0.5,0.3,718512.11,460692.59,485,482,0,0,1,2,2,3,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5
395,2310.56,0.5,0.4,718511.27,460685.17,486,483,0,1,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
396,2310.46,0.6,0.4,718507.19,460680.24,487,484,0,2,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
397,2309.16,0.5,0.4,718502.54,460677.71,488,485,0,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
398,2307.69,0.9,0.6,718496.18,460671.7,489,486,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
399,2309.26,0.6,0.5,718492.62,460663.86,490,487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,2308.18,0.6,0.6,718494.22,460659.24,491,488,0,2,2,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
401,2308.91,1.3,0.9,718500.07,460647.8,492,489,0,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
402,2311.59,0.5,0.3,718503.01,460640.71,493,490,0,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
403,2311.0,0.6,0.4,718507.32,460635.52,494,491,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
404,2313.05,0.5,0.3,718501.35,460634.39,495,492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405,2312.61,0.5,0.3,718497.65,460642.35,496,493,0,1,2,2,2,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5
406,2312.37,0.5,0.4,718493.79,460646.81,497,494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
407,2311.32,0.6,0.4,718490.27,460656.13,498,495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
408,2313.92,0.5,0.4,718486.99,460651.2,499,496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,5
409,2315.75,0.5,0.4,718483.55,460656.78,501,498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2
410,2314.63,0.6,0.5,718485.95,460661.77,502,499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
411,2315.47,0.6,0.5,718484.48,460670.49,503,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
412,2311.96,0.7,0.6,718489.2,460668.89,504,501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
413,2311.3,0.7,0.5,718492.42,460675.31,505,502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
414,2313.71,1.0,0.8,718497.06,460680.08,506,503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
415,2314.33,0.6,0.4,718502.04,460685.97,507,504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
416,2315.64,0.7,0.4,718500.3,460697.37,508,505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
417,2315.76,0.7,0.5,718499.17,460691.35,510,507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
418,2315.61,0.6,0.5,718494.56,460687.68,511,508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
419,2316.09,0.6,0.4,718487.2,460678.83,512,509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,2318.71,0.5,0.3,718479.93,460668.76,514,511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
421,2318.92,0.6,0.4,718478.51,460660.51,515,512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
422,2319.11,0.7,0.4,718472.8,460657.26,516,513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
423,2320.06,0.7,0.6,718465.72,460653.9,517,514,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,5,5,5,5
424,2322.58,0.5,0.4,718459.02,460648.06,518,515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2
425,2321.43,0.5,0.4,718451.08,460644.1,519,516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2
426,2317.67,0.5,0.3,718459.74,460641.63,521,518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4
427,2317.28,0.5,0.3,718468.93,460650.23,523,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2
428,2316.09,0.6,0.5,718477.7,460652.73,524,521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,5,5,5,5
429,2313.98,0.5,0.4,718488.77,460641.51,526,523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,4,5,5,5
430,2313.05,0.6,0.4,718481.69,460645.61,527,524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,5,5,5,5
431,2312.3,0.6,0.4,718476.11,460644.48,528,525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,4,5,5
432,2313.84,0.6,0.5,718469.4,460640.49,529,526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2
433,2313.89,1.0,0.6,718462.36,460636.49,530,527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
434,2310.77,0.6,0.4,718465.86,460632.88,531,528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,5,5,5,5
435,2308.37,0.5,0.4,718475.09,460634.01,533,530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5,5,5,5,5
436,2309.91,0.5,0.4,718479.2,460638.92,534,531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,5,5,5
437,2310.35,0.5,0.4,718487.87,460634.52,535,532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2
438,2313.24,0.5,0.4,718493.55,460636.81,536,533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
439,2310.35,0.5,0.4,718508.95,460629.92,539,536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,5,5
440,2306.06,0.5,0.4,718513.88,460621.3,541,538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
441,2303.92,0.5,0.4,718514.69,460615.56,542,539,0,1,2,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
442,2304.3,0.5,0.4,718511.02,460610.07,543,540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
443,2302.89,0.6,0.4,718507.64,460605.45,544,541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
444,2299.63,0.6,0.4,718500.66,460604.46,545,542,0,0,0,1,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
445,2298.35,0.5,0.4,718494.05,460605.37,547,544,0,1,1,2,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
446,2299.3,0.5,0.4,718489.69,460610.29,548,545,0,1,1,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
447,2300.1,0.6,0.5,718485.75,460612.55,549,546,0,1,2,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
448,2302.93,0.5,0.4,718488.3,460618.87,551,548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
449,2303.08,0.6,0.4,718482.36,460619.7,552,549,0,1,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
450,2305.42,0.5,0.4,718476.16,460620.6,553,550,0,1,2,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
451,2306.24,0.6,0.4,718474.37,460625.19,555,552,0,1,1,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
452,2307.75,0.5,0.4,718478.67,460630.38,558,555,0,1,1,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
453,2305.43,0.5,0.4,718481.82,460626.12,560,557,0,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
454,2304.7,0.5,0.4,718495.72,460617.71,563,560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
455,2302.45,0.5,0.4,718497.42,460611.85,564,561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
456,2304.91,0.5,0.4,718504.3,460610.79,565,562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,4,4,5,5
457,2306.22,0.4,0.4,718501.05,460617.95,566,563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
458,2307.69,0.5,0.4,718494.7,460622.17,567,564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
459,2309.12,0.9,0.8,718490.99,460627.71,568,565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
460,2310.92,0.5,0.4,718484.95,460639.08,570,567,0,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
461,2311.69,0.5,0.4,718496.16,460629.39,573,570,0,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
462,2309.83,0.5,0.4,718498.91,460624.21,574,571,0,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
463,2309.05,0.6,0.4,718506.74,460621.95,575,572,0,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
464,2311.47,0.6,0.5,718504.44,460627.59,576,573,0,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
465,2332.01,0.6,0.6,718422.94,460613.1,578,575,0,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
466,2332.73,0.6,0.5,718414.46,460609.71,579,576,0,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
467,2330.88,0.4,0.4,718408.67,460608.1,580,577,0,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
468,2332.23,0.6,0.5,718400.83,460604.32,581,578,0,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
469,2334.15,1.8,1.5,718397.08,460600.31,582,579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470,2331.56,0.5,0.4,718401.1,460595.21,583,580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
471,2326.64,0.5,0.5,718405.26,460589.54,584,581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
472,2327.25,0.5,0.4,718405.22,460599.63,585,582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
473,2325.98,0.6,0.5,718411.25,460603.53,586,583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
474,2327.06,0.5,0.5,718418.13,460604.22,587,584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
475,2326.92,0.7,0.6,718424.14,460605.6,588,585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
476,2328.93,0.4,0.4,718431.47,460606.09,589,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
477,2324.71,0.5,0.4,718444.36,460601.62,591,588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
478,2326.1,0.6,0.6,718436.66,460599.77,592,589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,3
479,2326.49,0.5,0.5,718429.01,460602.96,593,590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
480,2322.59,0.5,0.5,718429.21,460598.51,594,591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
481,2323.08,0.5,0.5,718422.89,460601.52,595,592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
482,2321.75,0.5,0.5,718415.19,460599.74,596,593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
483,2320.87,1.0,0.8,718410.51,460595.61,597,594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484,2322.67,0.6,0.5,718411.76,460590.17,598,595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
485,2323.42,1.4,1.3,718409.96,460585.27,600,597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,2320.46,0.6,0.5,718414.8,460583.04,601,598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
487,2315.47,0.8,0.5,718416.7,460592.79,602,599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
488,2319.13,0.5,0.5,718423.71,460596.04,603,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,5
489,2317.27,0.6,0.5,718429.35,460592.18,604,601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
490,2320.42,0.4,0.4,718435.55,460593.14,605,602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
491,2320.85,0.6,0.5,718441.89,460596.35,606,603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
492,2320.71,0.6,0.6,718451.41,460597.17,609,606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,5,5,5
493,2319.22,0.5,0.5,718443.5,460590.7,610,607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
494,2316.49,0.5,0.5,718423.05,460590.88,612,609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
495,2318.16,0.7,0.7,718419.97,460583.49,613,610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
496,2318.85,0.6,0.5,718415.75,460577.86,614,611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
497,2315.29,0.4,0.4,718419.06,460574.34,615,612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
498,2313.4,0.6,0.5,718424.18,460577.56,616,613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
499,2313.15,0.6,0.5,718428.43,460584.66,617,614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500,2312.96,0.5,0.5,718436.66,460583.67,618,615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501,2315.65,0.7,0.6,718442.96,460585.02,619,616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
502,2314.45,0.6,0.5,718455.64,460585.82,620,617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
503,2316.8,0.6,0.5,718452.9,460590.72,621,618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504,2309.54,0.5,0.4,718466.44,460576.16,626,623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505,2307.47,0.4,0.4,718458.9,460574.58,627,624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506,2307.83,0.6,0.5,718454.18,460576.35,628,625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507,2305.86,0.6,0.6,718446.09,460574.37,629,626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
508,2309.97,0.6,0.5,718445.02,460578.76,630,627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509,2309.23,0.6,0.6,718437.82,460575.93,631,628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
510,2310.7,0.6,0.5,718429.57,460576.86,632,629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511,2311.87,0.5,0.4,718426.87,460570.24,633,630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
512,2309.3,0.5,0.5,718428.74,460565.71,634,631,0,1,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
513,2304.41,0.7,0.6,718429.46,460559.67,635,632,0,1,2,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
514,2307.03,0.8,0.7,718434.21,460567.49,637,634,0,1,2,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
515,2305.81,0.6,0.5,718440.18,460571.76,638,635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
516,2304.74,0.6,0.6,718455.43,460569.91,640,637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
517,2307.15,0.6,0.5,718468.97,460571.01,641,638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
518,2301.92,0.6,0.6,718469.46,460565.57,642,639,0,1,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
519,2302.16,0.8,0.7,718463.29,460561.34,643,640,0,1,2,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
520,2301.88,0.6,0.6,718456.67,460563.82,644,641,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
521,2302.74,0.7,0.6,718450.13,460568.35,645,642,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
522,2302.39,1.2,1.0,718444.03,460566.77,646,643,0,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
523,2302.99,0.8,0.7,718438.86,460562.88,648,645,0,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
524,2303.93,0.6,0.5,718436.67,460556.55,649,646,0,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
525,2300.94,0.6,0.5,718449.06,460561.19,651,648,0,1,1,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
526,2300.41,0.6,0.5,718447.63,460554.21,653,650,0,1,2,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
527,2301.74,0.6,0.5,718441.69,460548.95,655,652,0,1,2,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
528,2298.62,0.6,0.4,718453.44,460551.44,657,654,0,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
529,2298.54,0.6,0.5,718455.98,460557.48,659,656,0,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
530,2296.97,0.6,0.5,718462.35,460554.56,660,657,0,2,2,2,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
531,2298.1,0.6,0.5,718470.35,460559.23,662,659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
532,2295.37,0.6,0.4,718471.59,460553.91,663,660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
533,2294.23,0.6,0.4,718476.67,460553.27,664,661,0,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
534,2293.57,0.5,0.4,718483.75,460554.84,666,663,0,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
535,2293.2,0.6,0.5,718490.71,460556.33,667,664,0,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
536,2292.33,0.7,0.6,718486.39,460551.22,668,665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
537,2293.58,0.6,0.5,718472.61,460546.66,669,666,0,1,2,2,2,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
538,2294.86,0.6,0.5,718467.01,460549.19,670,667,0,1,2,2,2,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
539,2295.86,0.6,0.5,718459.07,460551.44,671,668,0,1,2,2,2,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
540,2340.8,8.2,5.8,718394.32,460595.91,674,671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
541,2342.19,8.6,5.9,718388.34,460590.64,675,672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
542,2342.16,8.8,6.5,718385.25,460587.02,676,673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
543,2341.82,9.0,6.0,718378.93,460583.53,677,674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
